Sezon;Data;Gospodarz;Gość;Wynik;Rola;Przeciwnik;Zawodnik;Minuty;Gole;Status;Karne;Żółte;Czerwone;Wejście;Zejście
2013/2014;9 listopada 2013 18:00;Podbeskidzie Bielsko-Biała;Lechia Gdańsk;3 - 1;Gospodarz;Lechia Gdańsk;Anton Sloboda;90;0;Cały mecz;0;0;0;0;0
2013/2014;9 listopada 2013 18:00;Podbeskidzie Bielsko-Biała;Lechia Gdańsk;3 - 1;Gospodarz;Lechia Gdańsk;Fabian Pawela;70;1;Zszedł;0;0;0;0;70
2013/2014;9 listopada 2013 18:00;Podbeskidzie Bielsko-Biała;Lechia Gdańsk;3 - 1;Gospodarz;Lechia Gdańsk;Mateusz Kupczak;20;0;Wszedł;0;0;0;70;0
2013/2014;9 listopada 2013 18:00;Podbeskidzie Bielsko-Biała;Lechia Gdańsk;3 - 1;Gospodarz;Lechia Gdańsk;Piotr Malinowski;80;0;Zszedł;0;0;0;0;80
2013/2014;9 listopada 2013 18:00;Podbeskidzie Bielsko-Biała;Lechia Gdańsk;3 - 1;Gospodarz;Lechia Gdańsk;Aleksander Jagiełło;10;1;Wszedł;0;0;0;80;0
2013/2014;9 listopada 2013 18:00;Podbeskidzie Bielsko-Biała;Lechia Gdańsk;3 - 1;Gospodarz;Lechia Gdańsk;Łukasz Żegleń;46;0;Zszedł;0;0;0;0;46
2013/2014;9 listopada 2013 18:00;Podbeskidzie Bielsko-Biała;Lechia Gdańsk;3 - 1;Gospodarz;Lechia Gdańsk;Krzysztof Chrapek;44;0;Wszedł;0;0;0;46;0
2013/2014;1 grudnia 2013 18:00;Podbeskidzie Bielsko-Biała;Legia Warszawa;1 - 0;Gospodarz;Legia Warszawa;Richard Zajac;90;0;Cały mecz;0;0;0;0;0
2013/2014;1 grudnia 2013 18:00;Podbeskidzie Bielsko-Biała;Legia Warszawa;1 - 0;Gospodarz;Legia Warszawa;Tomasz Górkiewicz;90;0;Cały mecz;0;0;0;0;0
2013/2014;1 grudnia 2013 18:00;Podbeskidzie Bielsko-Biała;Legia Warszawa;1 - 0;Gospodarz;Legia Warszawa;Dariusz Pietrasiak;90;0;Cały mecz;0;0;0;0;0
2013/2014;1 grudnia 2013 18:00;Podbeskidzie Bielsko-Biała;Legia Warszawa;1 - 0;Gospodarz;Legia Warszawa;Bartłomiej Konieczny;90;0;Cały mecz;0;0;0;0;0
2013/2014;1 grudnia 2013 18:00;Podbeskidzie Bielsko-Biała;Legia Warszawa;1 - 0;Gospodarz;Legia Warszawa;Błażej Telichowski;90;0;Cały mecz;0;1;0;0;0
2013/2014;1 grudnia 2013 18:00;Podbeskidzie Bielsko-Biała;Legia Warszawa;1 - 0;Gospodarz;Legia Warszawa;Marek Sokołowski;90;0;Cały mecz;0;0;0;0;0
2013/2014;1 grudnia 2013 18:00;Podbeskidzie Bielsko-Biała;Legia Warszawa;1 - 0;Gospodarz;Legia Warszawa;Dariusz Łatka;90;0;Cały mecz;0;0;0;0;0
2013/2014;1 grudnia 2013 18:00;Podbeskidzie Bielsko-Biała;Legia Warszawa;1 - 0;Gospodarz;Legia Warszawa;Anton Sloboda;90;0;Cały mecz;0;0;0;0;0
2013/2014;1 grudnia 2013 18:00;Podbeskidzie Bielsko-Biała;Legia Warszawa;1 - 0;Gospodarz;Legia Warszawa;Adam Deja;46;0;Zszedł;0;1;0;0;46
2013/2014;1 grudnia 2013 18:00;Podbeskidzie Bielsko-Biała;Legia Warszawa;1 - 0;Gospodarz;Legia Warszawa;Sebastian Bartlewski;44;0;Wszedł;0;1;0;46;0
2013/2014;1 grudnia 2013 18:00;Podbeskidzie Bielsko-Biała;Legia Warszawa;1 - 0;Gospodarz;Legia Warszawa;Piotr Malinowski;63;0;Zszedł;0;0;0;0;63
2013/2014;1 grudnia 2013 18:00;Podbeskidzie Bielsko-Biała;Legia Warszawa;1 - 0;Gospodarz;Legia Warszawa;Aleksander Jagiełło;27;1;Wszedł;0;0;0;63;0
2013/2014;1 grudnia 2013 18:00;Podbeskidzie Bielsko-Biała;Legia Warszawa;1 - 0;Gospodarz;Legia Warszawa;Fabian Pawela;75;0;Zszedł;0;0;0;0;75
2013/2014;1 grudnia 2013 18:00;Podbeskidzie Bielsko-Biała;Legia Warszawa;1 - 0;Gospodarz;Legia Warszawa;Mateusz Kupczak;15;0;Wszedł;0;0;0;75;0
2013/2014;27 września 2013 20:30;Podbeskidzie Bielsko-Biała;Piast Gliwice;0 - 1;Gospodarz;Piast Gliwice;Ladislav Rybánsky;90;0;Cały mecz;0;0;0;0;0
2013/2014;27 września 2013 20:30;Podbeskidzie Bielsko-Biała;Piast Gliwice;0 - 1;Gospodarz;Piast Gliwice;Mateusz Kupczak;90;0;Cały mecz;0;0;0;0;0
2013/2014;27 września 2013 20:30;Podbeskidzie Bielsko-Biała;Piast Gliwice;0 - 1;Gospodarz;Piast Gliwice;Adam Deja;90;0;Cały mecz;0;0;0;0;0
2013/2014;27 września 2013 20:30;Podbeskidzie Bielsko-Biała;Piast Gliwice;0 - 1;Gospodarz;Piast Gliwice;Dariusz Pietrasiak;90;0;Cały mecz;0;1;0;0;0
2013/2014;27 września 2013 20:30;Podbeskidzie Bielsko-Biała;Piast Gliwice;0 - 1;Gospodarz;Piast Gliwice;Błażej Telichowski;90;0;Cały mecz;0;1;0;0;0
2013/2014;27 września 2013 20:30;Podbeskidzie Bielsko-Biała;Piast Gliwice;0 - 1;Gospodarz;Piast Gliwice;Damian Chmiel;90;0;Cały mecz;0;0;0;0;0
2013/2014;27 września 2013 20:30;Podbeskidzie Bielsko-Biała;Piast Gliwice;0 - 1;Gospodarz;Piast Gliwice;Anton Sloboda;90;0;Cały mecz;0;0;0;0;0
2013/2014;27 września 2013 20:30;Podbeskidzie Bielsko-Biała;Piast Gliwice;0 - 1;Gospodarz;Piast Gliwice;Dariusz Łatka;90;0;Cały mecz;0;0;0;0;0
2013/2014;27 września 2013 20:30;Podbeskidzie Bielsko-Biała;Piast Gliwice;0 - 1;Gospodarz;Piast Gliwice;Fabian Pawela;66;0;Zszedł;0;1;0;0;66
2013/2014;27 września 2013 20:30;Podbeskidzie Bielsko-Biała;Piast Gliwice;0 - 1;Gospodarz;Piast Gliwice;Rudolf Urban;24;0;Wszedł;0;1;0;66;0
2013/2014;27 września 2013 20:30;Podbeskidzie Bielsko-Biała;Piast Gliwice;0 - 1;Gospodarz;Piast Gliwice;Frank Adu Kwame;46;0;Zszedł;0;0;0;0;46
2013/2014;27 września 2013 20:30;Podbeskidzie Bielsko-Biała;Piast Gliwice;0 - 1;Gospodarz;Piast Gliwice;Aleksander Jagiełło;44;0;Wszedł;0;0;0;46;0
2013/2014;27 września 2013 20:30;Podbeskidzie Bielsko-Biała;Piast Gliwice;0 - 1;Gospodarz;Piast Gliwice;Piotr Malinowski;67;0;Zszedł;0;0;0;0;67
2013/2014;27 września 2013 20:30;Podbeskidzie Bielsko-Biała;Piast Gliwice;0 - 1;Gospodarz;Piast Gliwice;Marcin Wodecki;23;0;Wszedł;0;0;0;67;0
2013/2014;3 marca 2014 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;0 - 0;Gospodarz;Pogoń Szczecin;Richard Zajac;90;0;Cały mecz;0;0;0;0;0
2013/2014;3 marca 2014 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;0 - 0;Gospodarz;Pogoń Szczecin;Tomasz Górkiewicz;90;0;Cały mecz;0;0;0;0;0
2013/2014;3 marca 2014 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;0 - 0;Gospodarz;Pogoń Szczecin;Dariusz Pietrasiak;90;0;Cały mecz;0;0;0;0;0
2013/2014;3 marca 2014 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;0 - 0;Gospodarz;Pogoń Szczecin;Błażej Telichowski;90;0;Cały mecz;0;0;0;0;0
2013/2014;3 marca 2014 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;0 - 0;Gospodarz;Pogoń Szczecin;Frank Adu Kwame;90;0;Cały mecz;0;0;0;0;0
2013/2014;3 marca 2014 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;0 - 0;Gospodarz;Pogoń Szczecin;Marek Sokołowski;90;0;Cały mecz;0;0;0;0;0
2013/2014;3 marca 2014 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;0 - 0;Gospodarz;Pogoń Szczecin;Dariusz Łatka;90;0;Cały mecz;0;0;0;0;0
2013/2014;3 marca 2014 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;0 - 0;Gospodarz;Pogoń Szczecin;Maciej Iwański;90;0;Cały mecz;0;0;0;0;0
2013/2014;3 marca 2014 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;0 - 0;Gospodarz;Pogoń Szczecin;Fabian Pawela;63;0;Zszedł;0;0;0;0;63
2013/2014;3 marca 2014 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;0 - 0;Gospodarz;Pogoń Szczecin;Krzysztof Chrapek;27;0;Wszedł;0;0;0;63;0
2013/2014;3 marca 2014 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;0 - 0;Gospodarz;Pogoń Szczecin;Piotr Malinowski;86;0;Zszedł;0;0;0;0;86
2013/2014;3 marca 2014 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;0 - 0;Gospodarz;Pogoń Szczecin;Mateusz Stąporski;4;0;Wszedł;0;0;0;86;0
2013/2014;3 marca 2014 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;0 - 0;Gospodarz;Pogoń Szczecin;Jan Blažek;63;0;Zszedł;0;0;0;0;63
2013/2014;3 marca 2014 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;0 - 0;Gospodarz;Pogoń Szczecin;Dariusz Kołodziej;27;0;Wszedł;0;0;0;63;0
2013/2014;24 października 2013 16:00;Podbeskidzie Bielsko-Biała;Ruch Chorzów;0 - 0;Gospodarz;Ruch Chorzów;Richard Zajac;90;0;Cały mecz;0;0;0;0;0
2013/2014;24 października 2013 16:00;Podbeskidzie Bielsko-Biała;Ruch Chorzów;0 - 0;Gospodarz;Ruch Chorzów;Marek Sokołowski;90;0;Cały mecz;0;0;0;0;0
2013/2014;24 października 2013 16:00;Podbeskidzie Bielsko-Biała;Ruch Chorzów;0 - 0;Gospodarz;Ruch Chorzów;Dariusz Pietrasiak;90;0;Cały mecz;0;0;0;0;0
2013/2014;24 października 2013 16:00;Podbeskidzie Bielsko-Biała;Ruch Chorzów;0 - 0;Gospodarz;Ruch Chorzów;Bartłomiej Konieczny;90;0;Cały mecz;0;0;0;0;0
2013/2014;24 października 2013 16:00;Podbeskidzie Bielsko-Biała;Ruch Chorzów;0 - 0;Gospodarz;Ruch Chorzów;Błażej Telichowski;90;0;Cały mecz;0;0;0;0;0
2013/2014;24 października 2013 16:00;Podbeskidzie Bielsko-Biała;Ruch Chorzów;0 - 0;Gospodarz;Ruch Chorzów;Marcin Wodecki;83;0;Zszedł;0;0;0;0;83
2013/2014;24 października 2013 16:00;Podbeskidzie Bielsko-Biała;Ruch Chorzów;0 - 0;Gospodarz;Ruch Chorzów;Łukasz Żegleń;7;0;Wszedł;0;0;0;83;0
2013/2014;24 października 2013 16:00;Podbeskidzie Bielsko-Biała;Ruch Chorzów;0 - 0;Gospodarz;Ruch Chorzów;Anton Sloboda;90;0;Cały mecz;0;0;0;0;0
2013/2014;24 października 2013 16:00;Podbeskidzie Bielsko-Biała;Ruch Chorzów;0 - 0;Gospodarz;Ruch Chorzów;Dariusz Łatka;90;0;Cały mecz;0;1;0;0;0
2013/2014;24 października 2013 16:00;Podbeskidzie Bielsko-Biała;Ruch Chorzów;0 - 0;Gospodarz;Ruch Chorzów;Adam Deja;68;0;Zszedł;0;0;0;0;68
2013/2014;24 października 2013 16:00;Podbeskidzie Bielsko-Biała;Ruch Chorzów;0 - 0;Gospodarz;Ruch Chorzów;Rudolf Urban;22;0;Wszedł;0;0;0;68;0
2013/2014;24 października 2013 16:00;Podbeskidzie Bielsko-Biała;Ruch Chorzów;0 - 0;Gospodarz;Ruch Chorzów;Piotr Malinowski;90;0;Cały mecz;0;0;0;0;0
2013/2014;24 października 2013 16:00;Podbeskidzie Bielsko-Biała;Ruch Chorzów;0 - 0;Gospodarz;Ruch Chorzów;Krzysztof Chrapek;62;0;Zszedł;0;0;0;0;62
2013/2014;24 października 2013 16:00;Podbeskidzie Bielsko-Biała;Ruch Chorzów;0 - 0;Gospodarz;Ruch Chorzów;Aleksander Jagiełło;28;0;Wszedł;0;0;0;62;0
2013/2014;4 kwietnia 2014 18:00;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;3 - 3;Gospodarz;Śląsk Wrocław;Richard Zajac;90;0;Cały mecz;0;0;0;0;0
2013/2014;4 kwietnia 2014 18:00;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;3 - 3;Gospodarz;Śląsk Wrocław;Tomasz Górkiewicz;90;0;Cały mecz;0;1;0;0;0
2013/2014;4 kwietnia 2014 18:00;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;3 - 3;Gospodarz;Śląsk Wrocław;Dariusz Pietrasiak;90;0;Cały mecz;0;0;0;0;0
2013/2014;4 kwietnia 2014 18:00;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;3 - 3;Gospodarz;Śląsk Wrocław;Błażej Telichowski;90;0;Cały mecz;0;1;0;0;0
2013/2014;4 kwietnia 2014 18:00;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;3 - 3;Gospodarz;Śląsk Wrocław;Frank Adu Kwame;90;0;Cały mecz;0;0;0;0;0
2013/2014;4 kwietnia 2014 18:00;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;3 - 3;Gospodarz;Śląsk Wrocław;Marek Sokołowski;90;2;Cały mecz;2;0;0;0;0
2013/2014;4 kwietnia 2014 18:00;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;3 - 3;Gospodarz;Śląsk Wrocław;Dariusz Łatka;59;0;Zszedł;0;0;0;0;59
2013/2014;4 kwietnia 2014 18:00;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;3 - 3;Gospodarz;Śląsk Wrocław;Fabian Pawela;31;0;Wszedł;0;0;0;59;0
2013/2014;4 kwietnia 2014 18:00;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;3 - 3;Gospodarz;Śląsk Wrocław;Maciej Iwański;90;0;Cały mecz;0;0;0;0;0
2013/2014;4 kwietnia 2014 18:00;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;3 - 3;Gospodarz;Śląsk Wrocław;Anton Sloboda;90;0;Cały mecz;0;0;0;0;0
2013/2014;4 kwietnia 2014 18:00;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;3 - 3;Gospodarz;Śląsk Wrocław;Piotr Malinowski;89;0;Zszedł;0;1;0;0;89
2013/2014;4 kwietnia 2014 18:00;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;3 - 3;Gospodarz;Śląsk Wrocław;Damian Chmiel;1;0;Wszedł;0;1;0;89;0
2013/2014;4 kwietnia 2014 18:00;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;3 - 3;Gospodarz;Śląsk Wrocław;Mikołaj Lebedyński;59;0;Zszedł;0;1;0;0;59
2013/2014;4 kwietnia 2014 18:00;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;3 - 3;Gospodarz;Śląsk Wrocław;Jan Blažek;31;1;Wszedł;0;1;0;59;0
2013/2014;14 lutego 2014 18:00;Podbeskidzie Bielsko-Biała;Widzew Łódź;1 - 0;Gospodarz;Widzew Łódź;Richard Zajac;90;0;Cały mecz;0;0;0;0;0
2013/2014;14 lutego 2014 18:00;Podbeskidzie Bielsko-Biała;Widzew Łódź;1 - 0;Gospodarz;Widzew Łódź;Tomasz Górkiewicz;90;0;Cały mecz;0;1;0;0;0
2013/2014;14 lutego 2014 18:00;Podbeskidzie Bielsko-Biała;Widzew Łódź;1 - 0;Gospodarz;Widzew Łódź;Dariusz Pietrasiak;90;0;Cały mecz;0;0;0;0;0
2013/2014;14 lutego 2014 18:00;Podbeskidzie Bielsko-Biała;Widzew Łódź;1 - 0;Gospodarz;Widzew Łódź;Bartłomiej Konieczny;53;0;Zszedł;0;0;0;0;53
2013/2014;14 lutego 2014 18:00;Podbeskidzie Bielsko-Biała;Widzew Łódź;1 - 0;Gospodarz;Widzew Łódź;Frank Adu Kwame;37;0;Wszedł;0;0;0;53;0
2013/2014;14 lutego 2014 18:00;Podbeskidzie Bielsko-Biała;Widzew Łódź;1 - 0;Gospodarz;Widzew Łódź;Błażej Telichowski;90;0;Cały mecz;0;0;0;0;0
2013/2014;14 lutego 2014 18:00;Podbeskidzie Bielsko-Biała;Widzew Łódź;1 - 0;Gospodarz;Widzew Łódź;Marek Sokołowski;90;0;Cały mecz;0;0;0;0;0
2013/2014;14 lutego 2014 18:00;Podbeskidzie Bielsko-Biała;Widzew Łódź;1 - 0;Gospodarz;Widzew Łódź;Dariusz Łatka;90;0;Cały mecz;0;1;0;0;0
2013/2014;14 lutego 2014 18:00;Podbeskidzie Bielsko-Biała;Widzew Łódź;1 - 0;Gospodarz;Widzew Łódź;Maciej Iwański;90;0;Cały mecz;0;1;0;0;0
2013/2014;14 lutego 2014 18:00;Podbeskidzie Bielsko-Biała;Widzew Łódź;1 - 0;Gospodarz;Widzew Łódź;Sebastian Bartlewski;46;0;Zszedł;0;0;0;0;46
2013/2014;14 lutego 2014 18:00;Podbeskidzie Bielsko-Biała;Widzew Łódź;1 - 0;Gospodarz;Widzew Łódź;Dariusz Kołodziej;44;1;Wszedł;1;0;0;46;0
2013/2014;14 lutego 2014 18:00;Podbeskidzie Bielsko-Biała;Widzew Łódź;1 - 0;Gospodarz;Widzew Łódź;Damian Chmiel;90;0;Cały mecz;0;1;0;0;0
2013/2014;14 lutego 2014 18:00;Podbeskidzie Bielsko-Biała;Widzew Łódź;1 - 0;Gospodarz;Widzew Łódź;Charles Nwaogu;63;0;Zszedł;0;0;0;0;63
2013/2014;14 lutego 2014 18:00;Podbeskidzie Bielsko-Biała;Widzew Łódź;1 - 0;Gospodarz;Widzew Łódź;Piotr Malinowski;27;0;Wszedł;0;0;0;63;0
2013/2014;4 listopada 2013 20:30;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 0;Gospodarz;Wisła Kraków;Richard Zajac;90;0;Cały mecz;0;0;0;0;0
2013/2014;4 listopada 2013 20:30;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 0;Gospodarz;Wisła Kraków;Tomasz Górkiewicz;90;0;Cały mecz;0;0;0;0;0
2013/2014;4 listopada 2013 20:30;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 0;Gospodarz;Wisła Kraków;Dariusz Pietrasiak;90;0;Cały mecz;0;0;0;0;0
2013/2014;4 listopada 2013 20:30;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 0;Gospodarz;Wisła Kraków;Bartłomiej Konieczny;90;0;Cały mecz;0;0;0;0;0
2013/2014;4 listopada 2013 20:30;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 0;Gospodarz;Wisła Kraków;Błażej Telichowski;90;0;Cały mecz;0;0;0;0;0
2013/2014;4 listopada 2013 20:30;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 0;Gospodarz;Wisła Kraków;Marek Sokołowski;90;0;Cały mecz;0;0;0;0;0
2013/2014;4 listopada 2013 20:30;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 0;Gospodarz;Wisła Kraków;Dariusz Łatka;90;0;Cały mecz;0;1;0;0;0
2013/2014;4 listopada 2013 20:30;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 0;Gospodarz;Wisła Kraków;Anton Sloboda;90;0;Cały mecz;0;0;0;0;0
2013/2014;4 listopada 2013 20:30;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 0;Gospodarz;Wisła Kraków;Fabian Pawela;78;0;Zszedł;0;0;0;0;78
2013/2014;4 listopada 2013 20:30;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 0;Gospodarz;Wisła Kraków;Marcin Wodecki;12;0;Wszedł;0;0;0;78;0
2013/2014;4 listopada 2013 20:30;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 0;Gospodarz;Wisła Kraków;Piotr Malinowski;68;0;Zszedł;0;0;0;0;68
2013/2014;4 listopada 2013 20:30;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 0;Gospodarz;Wisła Kraków;Frank Adu Kwame;22;0;Wszedł;0;0;0;68;0
2013/2014;4 listopada 2013 20:30;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 0;Gospodarz;Wisła Kraków;Krzysztof Chrapek;46;0;Zszedł;0;0;0;0;46
2013/2014;4 listopada 2013 20:30;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 0;Gospodarz;Wisła Kraków;Adam Deja;44;0;Wszedł;0;0;0;46;0
2013/2014;9 sierpnia 2013 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Lubin;0 - 0;Gospodarz;Zagłębie Lubin;Ladislav Rybánsky;90;0;Cały mecz;0;0;0;0;0
2013/2014;9 sierpnia 2013 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Lubin;0 - 0;Gospodarz;Zagłębie Lubin;Tomasz Górkiewicz;90;0;Cały mecz;0;0;0;0;0
2013/2014;9 sierpnia 2013 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Lubin;0 - 0;Gospodarz;Zagłębie Lubin;Dariusz Pietrasiak;90;0;Cały mecz;0;0;0;0;0
2013/2014;9 sierpnia 2013 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Lubin;0 - 0;Gospodarz;Zagłębie Lubin;Bartłomiej Konieczny;90;0;Cały mecz;0;0;0;0;0
2013/2014;9 sierpnia 2013 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Lubin;0 - 0;Gospodarz;Zagłębie Lubin;Frank Adu Kwame;90;0;Cały mecz;0;1;0;0;0
2013/2014;9 sierpnia 2013 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Lubin;0 - 0;Gospodarz;Zagłębie Lubin;Damian Chmiel;90;0;Cały mecz;0;0;0;0;0
2013/2014;9 sierpnia 2013 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Lubin;0 - 0;Gospodarz;Zagłębie Lubin;Dariusz Łatka;90;0;Cały mecz;0;0;0;0;0
2013/2014;9 sierpnia 2013 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Lubin;0 - 0;Gospodarz;Zagłębie Lubin;Anton Sloboda;90;0;Cały mecz;0;0;0;0;0
2013/2014;9 sierpnia 2013 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Lubin;0 - 0;Gospodarz;Zagłębie Lubin;Fabian Pawela;86;0;Zszedł;0;0;0;0;86
2013/2014;9 sierpnia 2013 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Lubin;0 - 0;Gospodarz;Zagłębie Lubin;Dariusz Kołodziej;4;0;Wszedł;0;0;0;86;0
2013/2014;9 sierpnia 2013 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Lubin;0 - 0;Gospodarz;Zagłębie Lubin;Aleksander Jagiełło;90;0;Cały mecz;0;0;0;0;0
2013/2014;9 sierpnia 2013 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Lubin;0 - 0;Gospodarz;Zagłębie Lubin;Marcin Wodecki;75;0;Zszedł;0;0;0;0;75
2013/2014;9 sierpnia 2013 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Lubin;0 - 0;Gospodarz;Zagłębie Lubin;Krzysztof Chrapek;15;0;Wszedł;0;0;0;75;0
2013/2014;8 grudnia 2013 15:30;Podbeskidzie Bielsko-Biała;Zawisza Bydgoszcz;0 - 0;Gospodarz;Zawisza Bydgoszcz;Richard Zajac;90;0;Cały mecz;0;0;0;0;0
2013/2014;8 grudnia 2013 15:30;Podbeskidzie Bielsko-Biała;Zawisza Bydgoszcz;0 - 0;Gospodarz;Zawisza Bydgoszcz;Mateusz Kupczak;90;0;Cały mecz;0;1;0;0;0
2013/2014;8 grudnia 2013 15:30;Podbeskidzie Bielsko-Biała;Zawisza Bydgoszcz;0 - 0;Gospodarz;Zawisza Bydgoszcz;Dariusz Pietrasiak;90;0;Cały mecz;0;0;0;0;0
2013/2014;8 grudnia 2013 15:30;Podbeskidzie Bielsko-Biała;Zawisza Bydgoszcz;0 - 0;Gospodarz;Zawisza Bydgoszcz;Bartłomiej Konieczny;90;0;Cały mecz;0;0;0;0;0
2013/2014;8 grudnia 2013 15:30;Podbeskidzie Bielsko-Biała;Zawisza Bydgoszcz;0 - 0;Gospodarz;Zawisza Bydgoszcz;Błażej Telichowski;90;0;Cały mecz;0;0;0;0;0
2013/2014;8 grudnia 2013 15:30;Podbeskidzie Bielsko-Biała;Zawisza Bydgoszcz;0 - 0;Gospodarz;Zawisza Bydgoszcz;Damian Chmiel;56;0;Zszedł;0;1;0;0;56
2013/2014;8 grudnia 2013 15:30;Podbeskidzie Bielsko-Biała;Zawisza Bydgoszcz;0 - 0;Gospodarz;Zawisza Bydgoszcz;Aleksander Jagiełło;34;0;Wszedł;0;1;0;56;0
2013/2014;8 grudnia 2013 15:30;Podbeskidzie Bielsko-Biała;Zawisza Bydgoszcz;0 - 0;Gospodarz;Zawisza Bydgoszcz;Adam Deja;46;0;Zszedł;0;1;0;0;46
2013/2014;8 grudnia 2013 15:30;Podbeskidzie Bielsko-Biała;Zawisza Bydgoszcz;0 - 0;Gospodarz;Zawisza Bydgoszcz;Rudolf Urban;44;0;Wszedł;0;1;0;46;0
2013/2014;8 grudnia 2013 15:30;Podbeskidzie Bielsko-Biała;Zawisza Bydgoszcz;0 - 0;Gospodarz;Zawisza Bydgoszcz;Dariusz Łatka;90;0;Cały mecz;0;0;0;0;0
2013/2014;8 grudnia 2013 15:30;Podbeskidzie Bielsko-Biała;Zawisza Bydgoszcz;0 - 0;Gospodarz;Zawisza Bydgoszcz;Dariusz Kołodziej;66;0;Zszedł;0;0;0;0;66
2013/2014;8 grudnia 2013 15:30;Podbeskidzie Bielsko-Biała;Zawisza Bydgoszcz;0 - 0;Gospodarz;Zawisza Bydgoszcz;Sebastian Bartlewski;24;0;Wszedł;0;0;0;66;0
2013/2014;8 grudnia 2013 15:30;Podbeskidzie Bielsko-Biała;Zawisza Bydgoszcz;0 - 0;Gospodarz;Zawisza Bydgoszcz;Piotr Malinowski;90;0;Cały mecz;0;1;0;0;0
2013/2014;8 grudnia 2013 15:30;Podbeskidzie Bielsko-Biała;Zawisza Bydgoszcz;0 - 0;Gospodarz;Zawisza Bydgoszcz;Fabian Pawela;90;0;Cały mecz;0;0;0;0;0
2013/2014;23 września 2013 18:00;Pogoń Szczecin;Podbeskidzie Bielsko-Biała;2 - 1;Gość;Pogoń Szczecin;Ladislav Rybánsky;90;0;Cały mecz;0;0;0;0;0
2013/2014;23 września 2013 18:00;Pogoń Szczecin;Podbeskidzie Bielsko-Biała;2 - 1;Gość;Pogoń Szczecin;Marek Sokołowski;90;0;Cały mecz;0;0;0;0;0
2013/2014;23 września 2013 18:00;Pogoń Szczecin;Podbeskidzie Bielsko-Biała;2 - 1;Gość;Pogoń Szczecin;Dariusz Pietrasiak;90;0;Cały mecz;0;0;0;0;0
2013/2014;23 września 2013 18:00;Pogoń Szczecin;Podbeskidzie Bielsko-Biała;2 - 1;Gość;Pogoń Szczecin;Błażej Telichowski;90;0;Cały mecz;0;0;0;0;0
